"indic_ur,cities\time","2019 ","2018 ","2017 ","2016 ","2015 ","2014 ","2013 ","2012 ","2011 ","2010 ","2009 ","2008 ","2007 ","2006 ","2005 ","2004 ","2003 ","2002 ","2001 ","2000 ","1999 ","1998 ","1997 ","1996 ","1995 ","1994 ","1993 ","1992 ","1991 ","1990 "
"EN2035I,ES003L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES004L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES005L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES006L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES007L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES008L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES009L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES010L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES011L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES012L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES013L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES014L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES015L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES016L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES017L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES018L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES019L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES020L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES021L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES022L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES023L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES025L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES026L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES028L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES501L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES505L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES506L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES508L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES510L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES514L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES515L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES516L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES519L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES520L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES521L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES522L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES523L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES525L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES527L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES528L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES529L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES532L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,ES533L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",: e,: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR001L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR003L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR004L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR006L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR007L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR008L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR009L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR010L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR011L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR012L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR013L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR014L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR016L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR017L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR018L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR019L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR020L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR021L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR022L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR023L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR024L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR025L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR026L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR027L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR028L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR030L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR032L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR034L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR035L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR036L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR037L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR038L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR039L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR040L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR042L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR043L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR044L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR045L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR046L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR048L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR049L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR050L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR051L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR052L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR053L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR056L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR057L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR058L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR059L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR060L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR061L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR062L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR063L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR064L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR065L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR066L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR067L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR068L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR069L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR073L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR074L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR076L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR077L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR079L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR082L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR086L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR090L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR093L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR096L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR099L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR104L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR203L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR205L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR207L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR208L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR209L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR214L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR215L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR304L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR324L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR505L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR506L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,FR519L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,HU",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",: e,: e,: e,": ",: e,": ",": ",: e,": "
"EN2035I,IE",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",: ep,: e,": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,IE001L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,IE002L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,IE003L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,IE004L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2035I,IE005L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
